member_id,age,gender,city,signup_channel,plan_type,engagement_level,join_date,cancel_date
2664,46,female,Porto Alegre,walk_in,quarterly,high,2018-11-13,
2665,19,female,Porto Alegre,walk_in,monthly,low,2024-01-02,2024-11-20
2666,18,male,Rio de Janeiro,walk_in,annual,medium,2020-02-21,2021-08-29
2667,40,male,Curitiba,instagram_ads,quarterly,high,2019-01-24,
2668,42,male,Porto Alegre,google_ads,annual,medium,2021-09-15,2024-05-05
2669,49,female,São Paulo,organic,monthly,low,2018-05-18,
2670,27,female,Curitiba,google_ads,monthly,high,2019-01-03,
2671,37,male,Florianópolis,organic,monthly,medium,2021-07-06,
2672,32,male,Rio de Janeiro,organic,quarterly,high,2022-10-07,
2673,65,female,Porto Alegre,walk_in,annual,low,2022-10-04,
2674,25,female,Recife,organic,monthly,high,2022-07-23,
2675,32,female,Curitiba,organic,monthly,medium,2021-04-06,
2676,22,male,Curitiba,organic,monthly,medium,2022-11-22,2024-04-23
2677,44,female,Curitiba,instagram_ads,quarterly,medium,2021-03-08,
2678,19,male,Florianópolis,organic,monthly,low,2018-01-31,2023-08-28
2679,22,male,Florianópolis,google_ads,monthly,low,2022-10-06,2023-08-05
2680,34,male,Curitiba,organic,monthly,high,2022-01-02,2024-01-23
2681,54,female,Rio de Janeiro,organic,monthly,high,2023-02-10,2024-10-08
2682,25,male,Rio de Janeiro,referral,monthly,high,2021-07-26,
2683,24,female,São Paulo,instagram_ads,annual,low,2022-07-18,
2684,33,female,São Paulo,organic,quarterly,medium,2020-12-23,
2685,21,female,São Paulo,referral,monthly,low,2023-08-23,2024-02-24
2686,34,male,São Paulo,instagram_ads,quarterly,low,2020-06-18,2022-07-30
2687,19,male,Curitiba,google_ads,annual,high,2023-06-28,
2688,42,male,Porto Alegre,walk_in,quarterly,medium,2019-12-03,
2689,29,male,Florianópolis,referral,quarterly,medium,2018-09-10,
2690,28,male,Rio de Janeiro,walk_in,quarterly,low,2018-04-01,2018-08-08
2691,64,female,Florianópolis,referral,monthly,medium,2024-01-05,
2692,33,male,Curitiba,instagram_ads,monthly,high,2021-07-30,
2693,31,female,Recife,instagram_ads,annual,high,2020-07-06,
2694,35,male,Recife,organic,monthly,high,2022-10-04,
2695,31,female,Florianópolis,walk_in,monthly,medium,2018-10-29,
2696,31,female,Curitiba,organic,monthly,medium,2024-05-06,
2697,31,female,Recife,organic,monthly,medium,2022-01-15,
2698,40,male,Curitiba,organic,annual,high,2023-08-20,
2699,39,female,Recife,referral,monthly,low,2021-01-16,2024-07-04
2700,25,female,Curitiba,google_ads,monthly,medium,2018-05-02,
2701,39,male,Porto Alegre,organic,quarterly,low,2019-03-29,2022-04-12
2702,23,female,Florianópolis,referral,monthly,low,2018-07-02,2021-11-24
2703,58,female,São Paulo,organic,monthly,low,2022-11-26,
2704,35,female,Florianópolis,walk_in,quarterly,high,2020-06-24,
2705,19,female,Recife,instagram_ads,monthly,medium,2020-06-25,
2706,25,male,Porto Alegre,organic,annual,low,2018-09-05,
2707,31,male,Recife,google_ads,monthly,medium,2024-10-23,
2708,44,female,Florianópolis,walk_in,monthly,medium,2021-05-18,2023-01-29
2709,34,female,São Paulo,instagram_ads,monthly,low,2021-03-27,2023-07-13
2710,43,female,Florianópolis,organic,monthly,high,2023-07-31,
2711,64,male,Recife,organic,monthly,high,2024-11-11,
2712,23,male,Florianópolis,walk_in,monthly,medium,2019-05-22,
2713,20,male,Curitiba,instagram_ads,monthly,low,2022-04-10,2023-11-02
2714,45,male,Porto Alegre,google_ads,annual,low,2022-12-21,
2715,34,male,São Paulo,organic,annual,high,2022-06-14,
2716,47,female,Recife,organic,quarterly,medium,2018-06-19,
2717,20,female,São Paulo,instagram_ads,monthly,medium,2018-03-29,
2718,53,male,São Paulo,referral,monthly,high,2022-07-22,2023-08-09
2719,32,female,Florianópolis,referral,monthly,low,2022-12-18,2024-01-01
2720,25,female,Recife,organic,quarterly,high,2024-04-22,
2721,44,female,Florianópolis,google_ads,quarterly,medium,2020-08-26,2024-08-09
2722,19,female,Curitiba,google_ads,monthly,medium,2024-07-25,
2723,22,female,Porto Alegre,organic,monthly,medium,2020-07-01,
2724,43,male,Rio de Janeiro,instagram_ads,monthly,high,2022-12-10,
2725,18,female,Florianópolis,instagram_ads,annual,medium,2019-03-03,
2726,18,female,Florianópolis,instagram_ads,quarterly,medium,2024-12-29,
2727,19,female,Rio de Janeiro,referral,monthly,medium,2023-06-08,
2728,30,male,Porto Alegre,referral,quarterly,high,2018-08-12,
2729,22,female,Recife,google_ads,monthly,high,2020-06-11,
2730,21,female,Recife,organic,monthly,medium,2020-02-08,2023-10-05
2731,50,male,Florianópolis,google_ads,monthly,low,2022-01-25,2024-01-24
2732,48,male,Porto Alegre,instagram_ads,monthly,high,2021-12-28,
2733,30,male,Recife,referral,quarterly,low,2024-05-04,2024-08-22
2734,37,male,Curitiba,google_ads,annual,high,2023-08-25,
2735,22,female,São Paulo,google_ads,monthly,medium,2020-10-05,
2736,30,female,Porto Alegre,referral,monthly,medium,2021-12-31,2024-07-27
2737,34,male,Porto Alegre,google_ads,monthly,medium,2022-02-20,2024-02-05
2738,27,male,Curitiba,google_ads,monthly,medium,2024-11-28,
2739,29,male,São Paulo,referral,monthly,medium,2023-01-27,2024-09-05
2740,32,female,Rio de Janeiro,organic,monthly,medium,2019-01-25,2021-03-17
2741,22,male,Recife,google_ads,monthly,high,2022-03-14,
2742,38,male,Curitiba,google_ads,monthly,medium,2022-08-14,2024-03-23
2743,31,male,Porto Alegre,organic,annual,medium,2019-11-17,2023-01-13
2744,43,female,São Paulo,google_ads,monthly,high,2023-04-16,2024-06-11
2745,38,male,Porto Alegre,google_ads,monthly,medium,2019-10-31,
2746,31,male,Florianópolis,organic,monthly,high,2022-12-12,
2747,30,male,Porto Alegre,google_ads,monthly,low,2022-04-18,2024-02-24
2748,24,male,Curitiba,google_ads,monthly,high,2018-01-12,2022-09-10
2749,38,female,Porto Alegre,referral,monthly,medium,2023-05-17,
2750,43,female,Rio de Janeiro,referral,monthly,medium,2020-03-04,2020-05-03
2751,37,female,Curitiba,instagram_ads,monthly,high,2022-02-10,
2752,52,male,Rio de Janeiro,walk_in,monthly,medium,2018-11-27,2024-11-29
2753,43,male,Florianópolis,google_ads,annual,high,2019-01-05,
2754,43,female,Rio de Janeiro,walk_in,monthly,medium,2022-07-09,
2755,58,female,Florianópolis,google_ads,monthly,medium,2021-08-12,
2756,40,male,Porto Alegre,organic,monthly,low,2019-05-29,
2757,22,male,Florianópolis,walk_in,monthly,high,2021-07-04,
2758,25,female,Florianópolis,organic,monthly,medium,2022-07-13,
2759,39,female,Curitiba,instagram_ads,monthly,low,2023-05-12,
2760,65,female,Porto Alegre,organic,quarterly,high,2019-02-18,
2761,23,male,Florianópolis,referral,quarterly,low,2019-10-19,
2762,25,male,Curitiba,organic,monthly,high,2022-06-01,
2763,32,female,Florianópolis,organic,quarterly,low,2022-03-22,2023-10-07
2764,20,male,Florianópolis,google_ads,quarterly,low,2019-09-21,2024-09-22
2765,30,female,Rio de Janeiro,referral,quarterly,low,2021-06-08,2022-05-24
2766,19,male,Recife,organic,quarterly,low,2021-03-19,
2767,38,male,Curitiba,referral,quarterly,medium,2018-12-25,
2768,38,female,Recife,google_ads,monthly,medium,2024-07-09,
2769,31,male,Rio de Janeiro,referral,quarterly,low,2019-09-30,
2770,27,male,Florianópolis,walk_in,quarterly,medium,2023-10-19,
2771,22,female,Porto Alegre,referral,annual,medium,2018-08-27,
2772,25,male,Recife,walk_in,monthly,high,2022-03-19,
2773,25,female,Porto Alegre,organic,monthly,high,2022-12-29,
2774,21,female,Porto Alegre,walk_in,monthly,medium,2023-04-22,2024-12-14
2775,30,female,Florianópolis,referral,quarterly,medium,2020-01-07,
2776,29,female,Florianópolis,google_ads,annual,low,2022-09-19,
2777,48,female,Rio de Janeiro,instagram_ads,annual,medium,2024-05-24,
2778,31,male,Rio de Janeiro,google_ads,quarterly,medium,2021-01-29,
2779,28,male,São Paulo,referral,monthly,low,2024-08-20,
2780,42,male,Porto Alegre,google_ads,monthly,high,2021-02-09,
2781,50,female,Recife,referral,monthly,low,2018-09-08,2020-04-03
2782,39,female,Curitiba,referral,annual,medium,2018-02-05,2018-12-24
2783,54,female,Rio de Janeiro,organic,monthly,medium,2019-04-16,
2784,26,female,Rio de Janeiro,instagram_ads,annual,high,2018-06-26,
2785,36,female,São Paulo,organic,quarterly,low,2022-11-19,2023-12-01
2786,43,male,Curitiba,instagram_ads,monthly,low,2023-04-05,2024-06-02
2787,32,female,Curitiba,referral,monthly,high,2023-09-04,
2788,60,male,Rio de Janeiro,organic,monthly,medium,2021-11-03,2022-04-23
2789,32,male,Florianópolis,instagram_ads,quarterly,high,2021-10-07,2023-10-08
2790,25,female,Curitiba,instagram_ads,annual,high,2023-07-18,
2791,25,female,Curitiba,google_ads,monthly,medium,2019-05-12,2024-12-15
2792,33,female,Recife,google_ads,monthly,medium,2022-02-09,2022-05-26
2793,32,male,Florianópolis,google_ads,monthly,medium,2018-10-20,2019-12-01
2794,34,female,Porto Alegre,organic,monthly,medium,2024-09-09,
2795,37,female,Rio de Janeiro,google_ads,annual,low,2021-06-01,2024-08-28
2796,46,male,Porto Alegre,instagram_ads,quarterly,medium,2022-02-01,
2797,35,female,Recife,organic,monthly,high,2019-09-22,2021-08-12
2798,42,female,Curitiba,organic,monthly,medium,2023-12-10,
2799,44,male,Porto Alegre,instagram_ads,quarterly,medium,2022-09-26,
2800,29,female,Rio de Janeiro,organic,monthly,low,2024-08-04,
2801,19,male,Florianópolis,instagram_ads,quarterly,medium,2022-11-15,
2802,26,male,São Paulo,organic,monthly,high,2023-04-27,2024-03-05
2803,28,female,Florianópolis,instagram_ads,quarterly,low,2023-12-30,2024-04-08
2804,33,female,Curitiba,organic,annual,high,2023-10-25,
2805,20,male,Curitiba,organic,quarterly,medium,2023-06-19,
2806,25,female,Porto Alegre,organic,quarterly,low,2021-02-05,
2807,26,female,Rio de Janeiro,organic,quarterly,high,2019-02-08,
2808,50,female,Porto Alegre,organic,monthly,medium,2020-07-21,
2809,30,female,São Paulo,google_ads,quarterly,low,2024-08-25,2024-12-19
2810,28,male,Curitiba,organic,quarterly,low,2021-01-08,2024-03-16
2811,38,male,Curitiba,organic,monthly,high,2023-02-27,
2812,19,female,Rio de Janeiro,organic,quarterly,medium,2019-01-14,
2813,22,male,Rio de Janeiro,google_ads,monthly,high,2019-08-18,
2814,25,male,Florianópolis,google_ads,monthly,low,2019-04-05,2024-08-21
2815,27,male,Curitiba,instagram_ads,quarterly,low,2019-04-23,
2816,55,male,Florianópolis,google_ads,quarterly,low,2018-12-23,2023-11-10
2817,28,female,Rio de Janeiro,organic,monthly,medium,2022-08-06,
2818,28,male,Florianópolis,walk_in,monthly,medium,2018-05-23,2024-07-18
2819,20,female,Porto Alegre,organic,monthly,high,2021-01-25,
2820,35,male,Porto Alegre,organic,monthly,low,2021-08-18,2024-08-13
2821,37,male,Florianópolis,referral,quarterly,medium,2022-04-26,2023-06-14
2822,33,male,Florianópolis,organic,monthly,low,2022-01-05,2024-08-06
2823,26,male,São Paulo,referral,quarterly,medium,2023-12-22,
2824,33,male,Curitiba,instagram_ads,annual,high,2019-10-17,
2825,35,female,Rio de Janeiro,referral,annual,medium,2018-03-09,2019-12-27
2826,45,male,Curitiba,google_ads,monthly,low,2018-04-18,2022-10-08
2827,20,male,Recife,google_ads,annual,medium,2018-12-02,
2828,37,male,Rio de Janeiro,walk_in,quarterly,medium,2022-04-11,
2829,26,male,Rio de Janeiro,google_ads,monthly,low,2020-02-28,2021-11-01
2830,35,female,São Paulo,instagram_ads,monthly,medium,2020-06-08,2024-06-12
2831,65,male,Porto Alegre,instagram_ads,monthly,medium,2021-07-21,
2832,52,male,Curitiba,organic,monthly,medium,2021-05-24,2022-07-03
2833,21,male,Recife,organic,quarterly,high,2024-08-03,2024-11-30
2834,61,male,Porto Alegre,google_ads,monthly,medium,2020-07-24,2024-10-03
2835,40,male,Porto Alegre,organic,monthly,medium,2020-12-20,2023-11-26
2836,21,male,Recife,google_ads,monthly,medium,2020-04-12,2022-02-23
2837,19,female,Rio de Janeiro,instagram_ads,quarterly,medium,2024-09-12,2024-12-31
2838,33,male,Porto Alegre,google_ads,quarterly,low,2023-12-21,
2839,39,female,Recife,google_ads,monthly,low,2023-01-15,2023-10-30
2840,25,female,Recife,organic,monthly,medium,2024-11-23,
2841,45,male,Curitiba,walk_in,monthly,low,2024-06-02,2024-08-07
2842,31,male,Recife,organic,quarterly,high,2020-06-02,
2843,41,male,Porto Alegre,walk_in,quarterly,low,2021-06-12,
2844,27,male,Rio de Janeiro,organic,monthly,low,2018-02-07,
2845,64,female,Recife,instagram_ads,monthly,high,2022-02-10,
2846,30,male,Porto Alegre,organic,quarterly,low,2022-03-20,
2847,39,male,Rio de Janeiro,walk_in,quarterly,high,2021-08-04,
2848,21,male,Porto Alegre,organic,annual,low,2020-07-30,2023-03-08
2849,26,male,Porto Alegre,google_ads,quarterly,high,2024-05-09,
2850,23,male,São Paulo,google_ads,monthly,medium,2020-04-29,2023-11-27
2851,23,male,Florianópolis,referral,monthly,medium,2022-08-23,2024-10-19
2852,61,male,Recife,google_ads,monthly,low,2021-02-23,2022-02-02
2853,27,male,Rio de Janeiro,referral,monthly,high,2021-08-31,2022-04-24
2854,20,male,Curitiba,instagram_ads,quarterly,high,2020-11-20,
2855,42,female,São Paulo,referral,monthly,low,2024-03-30,2024-12-13
2856,37,male,Rio de Janeiro,google_ads,annual,medium,2020-08-05,
2857,20,male,Florianópolis,walk_in,monthly,medium,2019-11-27,
2858,43,female,Florianópolis,organic,monthly,medium,2020-05-13,
2859,36,male,Recife,google_ads,quarterly,medium,2021-11-23,2024-06-26
2860,22,female,Florianópolis,referral,monthly,medium,2023-10-02,
2861,41,male,Curitiba,organic,quarterly,high,2019-01-12,
2862,48,female,Curitiba,instagram_ads,annual,low,2019-06-03,2019-10-29
2863,23,female,Recife,organic,monthly,medium,2020-08-02,2021-10-11
2864,30,female,Porto Alegre,google_ads,quarterly,medium,2019-09-07,
2865,52,female,Florianópolis,instagram_ads,quarterly,high,2018-05-05,
2866,20,male,Recife,walk_in,monthly,low,2020-09-16,2021-06-14
2867,23,female,Rio de Janeiro,google_ads,monthly,high,2024-10-20,
2868,43,male,Florianópolis,walk_in,annual,medium,2020-02-28,
2869,44,female,São Paulo,instagram_ads,monthly,low,2018-09-13,2023-04-29
2870,24,female,Curitiba,google_ads,quarterly,high,2022-09-17,2024-12-13
2871,43,male,Recife,google_ads,monthly,high,2022-07-22,
2872,24,female,Florianópolis,instagram_ads,monthly,high,2024-12-01,
2873,25,female,Recife,google_ads,quarterly,high,2022-02-14,
2874,54,male,Florianópolis,instagram_ads,monthly,medium,2022-02-20,2023-09-07
2875,33,female,São Paulo,instagram_ads,annual,medium,2020-03-05,2022-02-20
2876,60,female,Recife,instagram_ads,monthly,medium,2019-01-27,
2877,22,female,Rio de Janeiro,organic,monthly,medium,2023-04-04,
2878,32,female,Recife,instagram_ads,monthly,low,2020-06-13,2021-06-26
2879,42,female,Recife,organic,quarterly,high,2020-03-09,
2880,27,female,Curitiba,walk_in,monthly,medium,2021-04-10,2024-08-29
2881,21,female,Porto Alegre,organic,annual,low,2020-09-29,
2882,31,female,Florianópolis,referral,annual,medium,2018-12-07,
2883,26,male,Recife,instagram_ads,monthly,medium,2022-02-08,
2884,24,female,Florianópolis,organic,annual,medium,2021-09-08,
2885,50,male,Curitiba,google_ads,monthly,medium,2020-04-16,
2886,18,female,Curitiba,referral,monthly,medium,2022-04-19,
2887,29,female,Recife,organic,monthly,high,2023-11-29,
2888,35,female,Recife,organic,annual,high,2020-01-18,
2889,44,female,Rio de Janeiro,organic,quarterly,medium,2021-12-28,
2890,37,female,São Paulo,google_ads,quarterly,low,2023-02-03,2023-12-06
2891,20,male,Florianópolis,google_ads,annual,low,2019-01-20,
2892,31,female,Recife,google_ads,monthly,low,2021-06-09,
2893,46,female,Rio de Janeiro,organic,monthly,medium,2024-01-15,
2894,45,female,Curitiba,instagram_ads,quarterly,medium,2024-04-07,
2895,44,male,Recife,google_ads,monthly,low,2022-11-05,2024-06-25
2896,32,female,Curitiba,organic,quarterly,medium,2023-09-09,
2897,34,female,Recife,organic,monthly,medium,2020-04-11,
2898,51,male,Porto Alegre,instagram_ads,annual,medium,2022-01-07,
2899,58,female,Florianópolis,organic,quarterly,low,2021-12-03,2024-01-15
2900,53,female,Rio de Janeiro,walk_in,quarterly,high,2018-06-09,
2901,38,male,Porto Alegre,google_ads,annual,high,2019-12-03,
2902,38,female,Recife,instagram_ads,monthly,medium,2021-09-15,2023-11-10
2903,36,female,Porto Alegre,organic,monthly,medium,2022-03-25,2023-08-04
2904,25,male,Rio de Janeiro,google_ads,monthly,medium,2023-10-02,2024-06-02
2905,57,male,Recife,referral,quarterly,low,2022-09-04,2024-08-15
2906,38,female,Florianópolis,instagram_ads,monthly,medium,2024-05-21,
2907,42,female,Rio de Janeiro,walk_in,monthly,medium,2018-08-20,
2908,61,female,Recife,google_ads,monthly,low,2019-10-13,2022-10-04
2909,21,male,São Paulo,google_ads,monthly,medium,2022-10-13,
2910,46,male,Florianópolis,walk_in,monthly,high,2022-04-30,2024-02-27
2911,20,female,Recife,google_ads,monthly,medium,2019-07-13,
2912,20,female,São Paulo,organic,annual,high,2021-01-30,
2913,23,female,Florianópolis,google_ads,annual,medium,2022-06-06,2023-10-14
2914,63,female,Rio de Janeiro,google_ads,monthly,medium,2022-02-13,
2915,45,female,Rio de Janeiro,google_ads,monthly,medium,2022-04-19,2024-04-19
2916,56,male,Curitiba,organic,monthly,high,2023-11-23,
2917,32,female,Rio de Janeiro,google_ads,monthly,medium,2020-05-16,2021-12-18
2918,25,female,Florianópolis,organic,monthly,low,2020-12-17,2021-08-14
2919,28,male,Porto Alegre,google_ads,quarterly,low,2021-12-07,
2920,26,male,Recife,organic,monthly,high,2023-01-10,
2921,20,female,Curitiba,walk_in,monthly,medium,2024-05-17,2024-12-15
2922,19,female,Curitiba,instagram_ads,monthly,medium,2018-01-29,2021-06-09
2923,35,female,Florianópolis,instagram_ads,quarterly,medium,2022-01-20,2022-12-30
2924,18,male,Porto Alegre,organic,monthly,medium,2019-07-08,
2925,19,male,São Paulo,organic,annual,low,2021-06-29,2024-08-10
2926,61,female,Recife,google_ads,quarterly,medium,2024-03-04,
2927,19,male,Curitiba,organic,monthly,medium,2022-01-01,2023-10-21
2928,22,male,Rio de Janeiro,organic,monthly,high,2021-07-24,
2929,29,female,Porto Alegre,organic,monthly,high,2018-07-15,
2930,60,male,Recife,organic,quarterly,medium,2022-07-30,
2931,46,male,Recife,organic,monthly,low,2023-10-06,
2932,37,female,São Paulo,google_ads,quarterly,low,2023-11-28,2024-05-12
2933,21,male,Curitiba,google_ads,quarterly,medium,2020-05-22,
2934,25,male,Curitiba,walk_in,monthly,low,2018-06-07,2018-11-05
2935,34,male,Curitiba,organic,monthly,high,2024-03-23,
2936,22,male,Rio de Janeiro,google_ads,monthly,medium,2021-06-21,
2937,29,female,Porto Alegre,organic,quarterly,medium,2023-08-29,2024-12-03
2938,43,male,Curitiba,instagram_ads,monthly,medium,2019-05-04,2023-05-16
2939,38,female,Curitiba,walk_in,annual,medium,2021-03-25,
2940,23,male,São Paulo,organic,annual,low,2022-07-22,
2941,35,male,Rio de Janeiro,google_ads,monthly,high,2020-02-26,
2942,37,male,São Paulo,organic,monthly,high,2023-10-10,
2943,24,male,Porto Alegre,organic,annual,medium,2018-08-24,2022-08-14
2944,48,female,Curitiba,organic,monthly,medium,2020-01-27,
2945,60,male,Porto Alegre,google_ads,quarterly,medium,2018-02-08,
2946,22,male,Porto Alegre,organic,monthly,low,2018-06-15,
2947,36,male,Curitiba,referral,monthly,medium,2024-01-31,2024-05-31
2948,27,female,São Paulo,organic,monthly,low,2019-12-31,2023-02-08
2949,33,male,Florianópolis,google_ads,monthly,high,2019-08-10,
2950,30,female,São Paulo,walk_in,quarterly,high,2020-03-04,
2951,47,male,Curitiba,referral,monthly,medium,2023-08-08,
2952,27,female,São Paulo,instagram_ads,quarterly,low,2024-04-10,
2953,42,female,Recife,instagram_ads,quarterly,low,2018-08-06,
2954,40,female,Recife,google_ads,annual,high,2022-08-15,
2955,37,male,Florianópolis,google_ads,monthly,low,2023-07-24,2024-04-25
2956,25,female,Rio de Janeiro,instagram_ads,monthly,low,2019-12-08,2024-09-09
2957,59,female,São Paulo,walk_in,quarterly,medium,2024-11-16,
2958,38,female,Florianópolis,organic,monthly,medium,2024-03-06,
2959,62,male,Curitiba,organic,monthly,medium,2020-11-26,
2960,55,female,Florianópolis,walk_in,monthly,low,2021-06-19,
2961,51,female,Rio de Janeiro,instagram_ads,monthly,medium,2021-09-14,
2962,20,female,Rio de Janeiro,organic,quarterly,medium,2018-04-18,
2963,37,male,Florianópolis,organic,monthly,low,2020-12-28,2021-10-14
2964,57,female,São Paulo,google_ads,annual,low,2019-12-03,2024-08-08
2965,43,male,São Paulo,organic,monthly,medium,2022-12-23,
2966,23,female,Rio de Janeiro,instagram_ads,quarterly,medium,2019-03-13,
2967,32,male,Porto Alegre,organic,quarterly,low,2019-12-13,
2968,27,male,Florianópolis,organic,monthly,low,2022-05-06,2024-04-20
2969,21,female,Porto Alegre,organic,monthly,low,2021-08-04,2024-09-22
2970,64,female,Curitiba,walk_in,annual,medium,2019-07-30,
2971,20,male,Florianópolis,instagram_ads,monthly,low,2021-03-02,
2972,37,female,Curitiba,referral,monthly,medium,2019-06-04,
2973,22,male,Curitiba,instagram_ads,annual,high,2024-03-28,
2974,38,male,Florianópolis,organic,quarterly,low,2018-04-18,
2975,40,female,Porto Alegre,instagram_ads,quarterly,high,2022-12-03,
2976,18,female,Curitiba,organic,monthly,low,2023-07-26,2024-04-30
2977,25,male,Curitiba,organic,monthly,low,2022-08-16,2023-12-30
2978,18,male,Rio de Janeiro,instagram_ads,monthly,medium,2023-08-07,2023-12-16
2979,25,female,Porto Alegre,organic,annual,medium,2021-10-29,
2980,24,male,Rio de Janeiro,instagram_ads,monthly,medium,2023-11-14,2024-03-23
2981,28,male,Florianópolis,google_ads,monthly,medium,2022-01-07,
2982,19,female,Recife,referral,quarterly,medium,2018-10-14,2022-11-22
2983,20,female,Recife,referral,quarterly,low,2018-09-20,2020-06-24
2984,38,female,Rio de Janeiro,walk_in,quarterly,low,2023-07-30,2024-09-23
2985,29,female,Rio de Janeiro,organic,monthly,low,2023-06-18,
2986,35,female,Florianópolis,instagram_ads,monthly,high,2022-07-18,2022-10-13
2987,21,male,Rio de Janeiro,organic,monthly,low,2020-04-05,
2988,25,female,Porto Alegre,organic,annual,medium,2022-09-13,
2989,55,female,Rio de Janeiro,walk_in,monthly,medium,2021-08-21,
2990,19,female,São Paulo,instagram_ads,monthly,medium,2024-05-12,2024-08-20
2991,29,male,Florianópolis,instagram_ads,annual,low,2021-10-24,2024-08-06
2992,24,male,Porto Alegre,organic,monthly,medium,2020-04-02,
2993,26,male,Porto Alegre,google_ads,quarterly,medium,2018-11-14,
2994,24,male,Recife,instagram_ads,monthly,medium,2022-05-18,
2995,22,female,Recife,instagram_ads,quarterly,high,2021-06-16,
2996,65,male,Curitiba,organic,monthly,high,2022-06-13,2022-12-03
2997,52,male,Curitiba,referral,quarterly,high,2023-10-09,
2998,28,male,Rio de Janeiro,organic,annual,low,2022-03-08,2023-09-23
2999,20,female,Curitiba,organic,monthly,high,2022-03-15,2024-07-31
3000,20,female,Recife,organic,annual,low,2023-06-04,
3001,46,female,Florianópolis,organic,monthly,low,2020-12-10,
3002,28,female,Curitiba,google_ads,monthly,low,2024-10-06,2024-12-10
3003,32,male,Porto Alegre,organic,monthly,low,2018-02-01,
3004,38,female,Florianópolis,organic,monthly,medium,2021-01-03,
3005,28,male,Rio de Janeiro,instagram_ads,quarterly,medium,2024-12-31,
3006,24,male,Florianópolis,organic,monthly,medium,2018-07-22,
3007,39,female,São Paulo,organic,quarterly,medium,2019-04-25,
3008,44,female,Recife,organic,quarterly,high,2024-01-10,
3009,65,male,Curitiba,organic,annual,medium,2023-03-13,
3010,65,female,Rio de Janeiro,walk_in,annual,high,2023-01-13,2023-04-20
3011,41,female,São Paulo,referral,quarterly,low,2019-10-11,2024-07-13
3012,48,male,Curitiba,instagram_ads,monthly,low,2022-09-26,2024-02-26
3013,34,male,Rio de Janeiro,google_ads,monthly,medium,2024-08-10,2024-11-08
3014,24,male,Curitiba,organic,quarterly,medium,2024-08-10,
3015,28,male,Curitiba,organic,monthly,medium,2022-02-04,
3016,24,male,Recife,instagram_ads,monthly,high,2019-09-19,
3017,25,male,Recife,instagram_ads,monthly,high,2020-04-15,2022-04-01
3018,60,male,Porto Alegre,organic,quarterly,low,2018-06-27,
3019,18,female,Curitiba,referral,monthly,high,2024-11-05,
3020,35,female,Porto Alegre,referral,monthly,low,2022-07-21,2023-09-23
3021,38,female,Rio de Janeiro,organic,monthly,high,2020-09-22,
3022,50,male,Curitiba,organic,monthly,high,2018-07-29,
3023,33,female,Rio de Janeiro,instagram_ads,monthly,low,2024-10-18,2024-12-22
3024,24,male,Recife,google_ads,quarterly,low,2023-05-25,2023-08-23
3025,41,male,Rio de Janeiro,google_ads,monthly,medium,2019-09-11,2020-10-19
3026,28,male,Rio de Janeiro,google_ads,monthly,medium,2018-12-21,
3027,29,female,Rio de Janeiro,organic,monthly,medium,2022-02-20,
3028,46,female,Recife,organic,monthly,low,2022-01-27,
3029,32,female,Recife,referral,quarterly,low,2019-11-19,2023-05-31
3030,59,male,Florianópolis,google_ads,quarterly,medium,2019-02-23,
3031,24,male,Rio de Janeiro,organic,monthly,low,2021-08-05,
3032,25,male,Rio de Janeiro,organic,monthly,medium,2019-01-13,
3033,18,female,Recife,organic,monthly,medium,2024-08-18,
3034,29,male,Curitiba,instagram_ads,quarterly,medium,2023-09-10,2024-05-30
3035,34,male,Porto Alegre,google_ads,quarterly,high,2019-04-14,
3036,33,male,São Paulo,organic,quarterly,medium,2022-08-01,2023-10-01
3037,59,male,Curitiba,google_ads,monthly,medium,2019-05-04,
3038,18,female,Rio de Janeiro,organic,monthly,high,2021-02-07,
3039,28,male,Curitiba,google_ads,monthly,high,2019-04-16,2022-03-31
3040,52,male,São Paulo,organic,quarterly,medium,2020-01-18,
3041,27,male,Recife,walk_in,quarterly,high,2024-05-28,2024-12-02
3042,28,male,Curitiba,organic,quarterly,high,2024-05-03,
3043,26,male,São Paulo,instagram_ads,annual,low,2019-04-14,
3044,28,female,Porto Alegre,referral,monthly,high,2018-09-13,
3045,51,female,Porto Alegre,organic,monthly,medium,2024-07-08,2024-10-24
3046,33,male,Recife,referral,monthly,medium,2020-03-31,2022-07-09
3047,25,female,Florianópolis,referral,quarterly,high,2022-05-28,
3048,61,female,São Paulo,referral,annual,medium,2020-11-27,
3049,31,male,São Paulo,organic,monthly,high,2024-09-25,2024-12-05
3050,40,female,Rio de Janeiro,instagram_ads,quarterly,medium,2021-06-27,
3051,36,female,Florianópolis,walk_in,monthly,high,2019-06-27,2021-01-23
3052,25,male,São Paulo,organic,monthly,medium,2021-07-14,2024-12-05
3053,21,male,Porto Alegre,walk_in,monthly,low,2019-10-22,2023-10-28
3054,24,female,Curitiba,organic,monthly,low,2022-06-29,
3055,28,male,São Paulo,referral,annual,high,2024-08-19,
3056,39,male,Porto Alegre,organic,quarterly,low,2019-08-27,2023-06-24
3057,18,male,Curitiba,walk_in,quarterly,medium,2019-04-03,
3058,33,female,São Paulo,google_ads,monthly,high,2021-12-04,
3059,42,male,Rio de Janeiro,organic,quarterly,low,2018-02-25,2022-08-31
3060,19,male,Florianópolis,referral,quarterly,high,2019-12-09,
