pet_id,customer_id,pet_type,pet_breed,pet_age,pet_age_group,primary_clinic
P012507,CU04800,Gato,Scottish Fold,8,Adulto,C048
P012508,CU07380,Gato,Gato Doméstico de Pelo Corto,3,Adulto,C021
P012509,CU13115,Perro,Shih Tzu,5,Adulto,C045
P012510,CU00946,Gato,Birmano,5,Adulto,C001
P012511,CU08700,Perro,Border Collie,0,Joven,C002
P012512,CU01034,Gato,Bengalí,3,Adulto,C030
P012513,CU08928,Exótico,Gecko,0,Joven,C021
P012514,CU03709,Perro,Rottweiler,6,Adulto,C030
P012515,CU15256,Perro,Shih Tzu,10,Senior,C049
P012516,CU00639,Exótico,Conejo,6,Adulto,C048
P012517,CU00330,Perro,Pastor Australiano,2,Joven,C026
P012518,CU02202,Gato,Siamés,5,Adulto,C034
P012519,CU03875,Gato,Azul Ruso,5,Adulto,C004
P012520,CU06884,Perro,Pastor Alemán,2,Joven,C031
P012521,CU01504,Perro,Gran Danés,4,Adulto,C034
P012522,CU04899,Perro,Beagle,0,Joven,C021
P012523,CU05346,Gato,Persa,2,Joven,C009
P012524,CU02275,Gato,Gato Doméstico de Pelo Corto,3,Adulto,C017
P012525,CU08013,Gato,Scottish Fold,2,Joven,C039
P012526,CU09328,Gato,Bengalí,8,Adulto,C050
P012527,CU06976,Exótico,Serpiente,5,Adulto,C003
P012528,CU13482,Gato,Oriental de Pelo Corto,7,Adulto,C043
P012529,CU17070,Perro,Bulldog Francés,0,Joven,C019
P012530,CU08690,Gato,Bengalí,2,Joven,C023
P012531,CU10686,Perro,Pastor Australiano,3,Adulto,C015
P012532,CU16837,Perro,Pastor Alemán,0,Joven,C037
P012533,CU07564,Perro,San Bernardo,7,Adulto,C012
P012534,CU15367,Gato,Siamés,2,Joven,C010
P012535,CU01793,Perro,Cocker Spaniel,4,Adulto,C013
P012536,CU00695,Gato,Maine Coon,0,Joven,C031
P012537,CU13803,Perro,Beagle,6,Adulto,C014
P012538,CU06584,Perro,Boyero de Berna,4,Adulto,C024
P012539,CU07708,Perro,Boyero de Berna,3,Adulto,C022
P012540,CU07801,Perro,Labrador Retriever,4,Adulto,C045
P012541,CU01601,Perro,Dachshund,3,Adulto,C045
P012542,CU15536,Gato,Bengalí,4,Adulto,C030
P012543,CU07319,Perro,Akita,8,Adulto,C037
P012544,CU15728,Gato,Scottish Fold,4,Adulto,C029
P012545,CU03016,Perro,Husky Siberiano,5,Adulto,C023
P012546,CU16215,Perro,Cocker Spaniel,3,Adulto,C038
P012547,CU15222,Gato,Scottish Fold,4,Adulto,C033
P012548,CU17593,Perro,Akita,8,Adulto,C044
P012549,CU17785,Gato,Siamés,5,Adulto,C036
P012550,CU07081,Perro,Labrador Retriever,3,Adulto,C028
P012551,CU01181,Gato,Devon Rex,5,Adulto,C043
P012552,CU03507,Perro,San Bernardo,3,Adulto,C035
P012553,CU01498,Perro,Boyero de Berna,3,Adulto,C011
P012554,CU14415,Perro,Chihuahua,3,Adulto,C009
P012555,CU06962,Gato,Scottish Fold,3,Adulto,C016
P012556,CU07783,Gato,Ragdoll,1,Joven,C026
P012557,CU14192,Gato,Azul Ruso,4,Adulto,C044
P012558,CU00716,Perro,Border Collie,0,Joven,C044
P012559,CU17113,Perro,Cocker Spaniel,4,Adulto,C049
P012560,CU05186,Perro,Pomerania,3,Adulto,C004
P012561,CU03426,Perro,Maltés,2,Joven,C040
P012562,CU02550,Gato,Birmano,3,Adulto,C001
P012563,CU16344,Perro,Maltés,2,Joven,C004
P012564,CU01699,Perro,Doberman,2,Joven,C049
P012565,CU01495,Perro,Bulldog Francés,7,Adulto,C022
P012566,CU12442,Exótico,Tortuga,0,Joven,C022
P012567,CU10542,Perro,Boston Terrier,4,Adulto,C030
P012568,CU02824,Perro,Bóxer,8,Adulto,C046
P012569,CU10513,Exótico,Serpiente,2,Joven,C006
P012570,CU13256,Perro,Labrador Retriever,2,Joven,C048
P012571,CU10085,Perro,Golden Retriever,4,Adulto,C016
P012572,CU01532,Perro,Golden Retriever,4,Adulto,C015
P012573,CU08967,Exótico,Cacatúa Ninfa,3,Adulto,C016
P012574,CU08802,Perro,Shih Tzu,8,Adulto,C019
P012575,CU14084,Gato,Siamés,6,Adulto,C018
P012576,CU15840,Perro,Bulldog Francés,1,Joven,C026
P012577,CU05124,Gato,Gato Doméstico de Pelo Corto,3,Adulto,C005
P012578,CU03850,Perro,Border Collie,2,Joven,C017
P012579,CU09971,Perro,Labrador Retriever,6,Adulto,C046
P012580,CU13043,Perro,Bulldog Francés,4,Adulto,C018
P012581,CU04328,Exótico,Chinchilla,5,Adulto,C035
P012582,CU07646,Perro,Bóxer,9,Senior,C007
P012583,CU14729,Perro,Maltés,3,Adulto,C042
P012584,CU12286,Exótico,Erizo,3,Adulto,C044
P012585,CU16196,Gato,Bosque de Noruega,7,Adulto,C001
P012586,CU01563,Perro,Bulldog,8,Adulto,C005
P012587,CU08630,Gato,Sphynx,5,Adulto,C034
P012588,CU07456,Perro,Labrador Retriever,2,Joven,C021
P012589,CU13837,Perro,Rottweiler,4,Adulto,C015
P012590,CU09214,Perro,Doberman,12,Senior,C050
P012591,CU11710,Perro,Doberman,7,Adulto,C047
P012592,CU09739,Gato,Persa,3,Adulto,C003
P012593,CU13828,Perro,Bulldog,6,Adulto,C047
P012594,CU00339,Gato,Birmano,7,Adulto,C044
P012595,CU05340,Gato,Abisinio,4,Adulto,C010
P012596,CU06269,Gato,Birmano,10,Senior,C049
P012597,CU17266,Perro,Bulldog,4,Adulto,C032
P012598,CU09602,Gato,Scottish Fold,3,Adulto,C021
P012599,CU03151,Gato,Sphynx,1,Joven,C015
P012600,CU15188,Exótico,Chinchilla,2,Joven,C027
P012601,CU06543,Gato,Birmano,2,Joven,C011
P012602,CU01817,Gato,Persa,11,Senior,C028
P012603,CU11402,Perro,Bulldog Francés,7,Adulto,C046
P012604,CU11661,Gato,Maine Coon,9,Senior,C042
P012605,CU02459,Perro,Shih Tzu,8,Adulto,C019
P012606,CU06077,Gato,Scottish Fold,2,Joven,C039
P012607,CU08390,Perro,Labrador Retriever,3,Adulto,C022
P012608,CU13385,Perro,Akita,2,Joven,C008
P012609,CU09548,Perro,Doberman,2,Joven,C019
P012610,CU01299,Perro,Husky Siberiano,5,Adulto,C047
P012611,CU04221,Gato,Oriental de Pelo Corto,10,Senior,C036
P012612,CU15104,Exótico,Hámster,5,Adulto,C031
P012613,CU10023,Perro,Pastor Australiano,5,Adulto,C025
P012614,CU08439,Perro,Bulldog,2,Joven,C006
P012615,CU13331,Gato,Bosque de Noruega,3,Adulto,C012
P012616,CU00342,Perro,Doberman,4,Adulto,C037
P012617,CU09375,Exótico,Cacatúa Ninfa,8,Adulto,C007
P012618,CU17546,Gato,Maine Coon,2,Joven,C044
P012619,CU14162,Perro,Basset Hound,2,Joven,C045
P012620,CU12727,Perro,Border Collie,4,Adulto,C039
P012621,CU06859,Gato,Gato Doméstico de Pelo Corto,7,Adulto,C019
P012622,CU04773,Perro,San Bernardo,7,Adulto,C012
P012623,CU01875,Exótico,Gecko,8,Adulto,C002
P012624,CU08902,Gato,Bengalí,4,Adulto,C001
P012625,CU17301,Gato,Azul Ruso,5,Adulto,C032
P012626,CU01082,Perro,Shih Tzu,2,Joven,C022
P012627,CU06673,Perro,Cocker Spaniel,6,Adulto,C027
P012628,CU00529,Perro,Pastor Alemán,7,Adulto,C018
P012629,CU08405,Gato,Birmano,5,Adulto,C030
P012630,CU17178,Perro,Pomerania,4,Adulto,C040
P012631,CU10986,Gato,Abisinio,2,Joven,C003
P012632,CU03263,Exótico,Erizo,4,Adulto,C046
P012633,CU09099,Perro,Maltés,2,Joven,C016
P012634,CU11556,Perro,Pastor Australiano,9,Senior,C020
P012635,CU01596,Perro,Pomerania,5,Adulto,C043
P012636,CU13765,Gato,Birmano,7,Adulto,C045
P012637,CU10297,Perro,Basset Hound,3,Adulto,C026
P012638,CU03091,Gato,Azul Ruso,7,Adulto,C044
P012639,CU16019,Perro,Pastor Australiano,6,Adulto,C025
P012640,CU15085,Perro,Husky Siberiano,8,Adulto,C015
P012641,CU11799,Perro,Border Collie,9,Senior,C035
P012642,CU04331,Exótico,Tortuga,8,Adulto,C023
P012643,CU05453,Gato,Scottish Fold,10,Senior,C033
P012644,CU10152,Perro,Akita,9,Senior,C027
P012645,CU13240,Gato,Abisinio,5,Adulto,C040
P012646,CU08644,Perro,Dachshund,3,Adulto,C027
P012647,CU10916,Perro,Husky Siberiano,8,Adulto,C028
P012648,CU04144,Perro,Pastor Australiano,6,Adulto,C002
P012649,CU02274,Perro,Boyero de Berna,7,Adulto,C043
P012650,CU08648,Gato,Oriental de Pelo Corto,6,Adulto,C038
P012651,CU01767,Perro,Gran Danés,5,Adulto,C026
P012652,CU08844,Perro,Dachshund,10,Senior,C041
P012653,CU05934,Perro,Beagle,1,Joven,C002
P012654,CU17857,Perro,San Bernardo,5,Adulto,C008
P012655,CU10527,Perro,Maltés,7,Adulto,C028
P012656,CU16986,Gato,Bengalí,8,Adulto,C043
P012657,CU07407,Perro,Beagle,5,Adulto,C030
P012658,CU02209,Perro,Caniche,0,Joven,C030
P012659,CU02182,Perro,Bulldog Francés,2,Joven,C027
P012660,CU17542,Perro,Dachshund,1,Joven,C041
P012661,CU00447,Gato,Birmano,3,Adulto,C031
P012662,CU16417,Perro,Doberman,5,Adulto,C004
P012663,CU07669,Exótico,Cobaya,5,Adulto,C018
P012664,CU10848,Gato,Scottish Fold,5,Adulto,C050
P012665,CU12185,Perro,Rottweiler,4,Adulto,C047
P012666,CU02345,Perro,Husky Siberiano,3,Adulto,C049
P012667,CU02264,Perro,Husky Siberiano,0,Joven,C048
P012668,CU13686,Gato,Bosque de Noruega,3,Adulto,C042
P012669,CU14643,Perro,Dachshund,3,Adulto,C004
P012670,CU10475,Exótico,Chinchilla,2,Joven,C047
P012671,CU01598,Perro,Bulldog Francés,9,Senior,C043
P012672,CU12609,Perro,Dachshund,5,Adulto,C017
P012673,CU13794,Perro,Pastor Alemán,6,Adulto,C001
P012674,CU03215,Gato,Bosque de Noruega,6,Adulto,C044
P012675,CU09826,Gato,Gato Doméstico de Pelo Corto,5,Adulto,C035
P012676,CU07063,Perro,Shih Tzu,4,Adulto,C036
P012677,CU12810,Perro,Beagle,2,Joven,C001
P012678,CU05141,Perro,Bulldog Francés,5,Adulto,C039
P012679,CU08335,Perro,Caniche,5,Adulto,C049
P012680,CU00868,Gato,Maine Coon,5,Adulto,C019
P012681,CU02740,Perro,Pomerania,6,Adulto,C023
P012682,CU14508,Perro,Boyero de Berna,8,Adulto,C013
P012683,CU11978,Perro,Boyero de Berna,9,Senior,C009
P012684,CU13382,Perro,Beagle,4,Adulto,C016
P012685,CU05585,Perro,Golden Retriever,7,Adulto,C009
P012686,CU04205,Perro,Shih Tzu,0,Joven,C033
P012687,CU11750,Gato,Oriental de Pelo Corto,5,Adulto,C006
P012688,CU13415,Perro,Maltés,4,Adulto,C048
P012689,CU12039,Perro,Akita,5,Adulto,C014
P012690,CU13151,Gato,Gato Doméstico de Pelo Corto,6,Adulto,C002
P012691,CU07938,Perro,Basset Hound,2,Joven,C043
P012692,CU17983,Exótico,Hurón,6,Adulto,C019
P012693,CU10629,Perro,Pomerania,2,Joven,C017
P012694,CU03353,Exótico,Gecko,7,Adulto,C046
P012695,CU15931,Perro,San Bernardo,10,Senior,C020
P012696,CU17532,Perro,Bulldog Francés,3,Adulto,C006
P012697,CU17090,Gato,Devon Rex,5,Adulto,C037
P012698,CU16218,Perro,Rottweiler,9,Senior,C014
P012699,CU14768,Gato,Persa,6,Adulto,C015
P012700,CU00476,Gato,Azul Ruso,4,Adulto,C010
P012701,CU09860,Gato,Ragdoll,3,Adulto,C046
P012702,CU12502,Gato,Devon Rex,3,Adulto,C009
P012703,CU16899,Perro,San Bernardo,5,Adulto,C025
P012704,CU16271,Gato,Gato Doméstico de Pelo Corto,7,Adulto,C037
P012705,CU09699,Gato,Azul Ruso,6,Adulto,C018
P012706,CU15332,Exótico,Erizo,9,Senior,C043
P012707,CU16379,Gato,Bengalí,6,Adulto,C019
P012708,CU11209,Gato,Scottish Fold,2,Joven,C009
P012709,CU14835,Exótico,Cacatúa Ninfa,3,Adulto,C018
P012710,CU08759,Gato,Devon Rex,8,Adulto,C002
P012711,CU16053,Perro,Border Collie,4,Adulto,C005
P012712,CU06305,Gato,Abisinio,1,Joven,C007
P012713,CU11215,Perro,Beagle,8,Adulto,C030
P012714,CU13417,Gato,Ragdoll,5,Adulto,C010
P012715,CU06728,Perro,Gran Danés,7,Adulto,C039
P012716,CU09265,Perro,Husky Siberiano,4,Adulto,C037
P012717,CU12421,Perro,Chihuahua,10,Senior,C019
P012718,CU05274,Perro,Bóxer,2,Joven,C028
P012719,CU14979,Gato,Scottish Fold,0,Joven,C010
P012720,CU14845,Exótico,Loro,3,Adulto,C036
P012721,CU17786,Perro,Pastor Australiano,5,Adulto,C033
P012722,CU14456,Gato,Bosque de Noruega,2,Joven,C037
P012723,CU02590,Perro,Labrador Retriever,5,Adulto,C037
P012724,CU14210,Perro,Gran Danés,0,Joven,C019
P012725,CU07267,Perro,Cocker Spaniel,6,Adulto,C004
P012726,CU02931,Perro,Cocker Spaniel,7,Adulto,C001
P012727,CU16739,Gato,Devon Rex,0,Joven,C020
P012728,CU09555,Gato,Oriental de Pelo Corto,3,Adulto,C041
P012729,CU10624,Gato,British Shorthair,7,Adulto,C024
P012730,CU08027,Gato,Bengalí,3,Adulto,C006
P012731,CU06250,Perro,Cocker Spaniel,5,Adulto,C045
P012732,CU02559,Gato,Bengalí,4,Adulto,C002
P012733,CU08079,Perro,Caniche,2,Joven,C018
P012734,CU17804,Exótico,Conejo,3,Adulto,C004
P012735,CU06931,Exótico,Iguana,5,Adulto,C042
P012736,CU09588,Perro,Bulldog Francés,4,Adulto,C004
P012737,CU09047,Perro,Labrador Retriever,4,Adulto,C027
P012738,CU09823,Gato,Bengalí,4,Adulto,C012
P012739,CU03512,Gato,Bengalí,1,Joven,C040
P012740,CU07732,Exótico,Cacatúa Ninfa,1,Joven,C013
P012741,CU11014,Gato,Bengalí,6,Adulto,C027
P012742,CU15704,Perro,Husky Siberiano,8,Adulto,C035
P012743,CU03754,Gato,Siamés,2,Joven,C039
P012744,CU15714,Gato,Bengalí,4,Adulto,C035
P012745,CU14205,Exótico,Gecko,3,Adulto,C003
P012746,CU03576,Perro,Pastor Alemán,5,Adulto,C048
P012747,CU05385,Perro,Akita,2,Joven,C015
P012748,CU14967,Perro,Cocker Spaniel,0,Joven,C047
P012749,CU16942,Exótico,Cobaya,6,Adulto,C034
P012750,CU15297,Exótico,Conejo,6,Adulto,C001
P012751,CU17231,Perro,Shih Tzu,3,Adulto,C050
P012752,CU04983,Perro,Pastor Australiano,5,Adulto,C036
P012753,CU09227,Perro,Beagle,0,Joven,C008
P012754,CU05167,Perro,Golden Retriever,4,Adulto,C015
P012755,CU11385,Gato,Ragdoll,2,Joven,C014
P012756,CU00489,Perro,Chihuahua,6,Adulto,C046
P012757,CU01339,Gato,Birmano,8,Adulto,C047
P012758,CU08962,Perro,Chihuahua,0,Joven,C027
P012759,CU04087,Gato,Azul Ruso,0,Joven,C024
P012760,CU14502,Gato,Maine Coon,4,Adulto,C003
P012761,CU14573,Gato,Sphynx,6,Adulto,C043
P012762,CU04938,Perro,Caniche,4,Adulto,C033
P012763,CU15642,Perro,Basset Hound,5,Adulto,C016
P012764,CU09848,Perro,Pomerania,3,Adulto,C039
P012765,CU08492,Exótico,Gecko,3,Adulto,C021
P012766,CU03747,Perro,Bulldog,9,Senior,C003
P012767,CU11429,Gato,Siamés,3,Adulto,C038
P012768,CU00684,Perro,Bulldog,3,Adulto,C025
P012769,CU10681,Perro,Cocker Spaniel,5,Adulto,C032
P012770,CU12750,Gato,Birmano,5,Adulto,C035
P012771,CU08500,Perro,Chihuahua,6,Adulto,C030
P012772,CU00907,Exótico,Cobaya,0,Joven,C024
P012773,CU14332,Perro,Basset Hound,8,Adulto,C011
P012774,CU16519,Perro,Husky Siberiano,2,Joven,C021
P012775,CU06857,Gato,Abisinio,6,Adulto,C006
P012776,CU05435,Perro,Rottweiler,5,Adulto,C036
P012777,CU14055,Gato,Sphynx,6,Adulto,C014
P012778,CU06392,Perro,Pomerania,8,Adulto,C002
P012779,CU09677,Perro,Shih Tzu,9,Senior,C008
P012780,CU10166,Perro,Labrador Retriever,6,Adulto,C023
P012781,CU06472,Perro,Bulldog,5,Adulto,C043
P012782,CU10488,Perro,Doberman,5,Adulto,C036
P012783,CU11209,Gato,Gato Doméstico de Pelo Corto,8,Adulto,C029
P012784,CU13832,Gato,Abisinio,7,Adulto,C029
P012785,CU00317,Gato,Azul Ruso,7,Adulto,C022
P012786,CU13447,Gato,Scottish Fold,5,Adulto,C018
P012787,CU16138,Exótico,Iguana,2,Joven,C025
P012788,CU07860,Gato,Bengalí,6,Adulto,C044
P012789,CU16601,Perro,Shih Tzu,7,Adulto,C021
P012790,CU15862,Perro,Husky Siberiano,3,Adulto,C026
P012791,CU17320,Perro,Akita,6,Adulto,C018
P012792,CU17566,Perro,Pastor Australiano,7,Adulto,C049
P012793,CU12830,Gato,Maine Coon,6,Adulto,C018
P012794,CU14498,Gato,Devon Rex,8,Adulto,C010
P012795,CU13161,Perro,Bulldog Francés,5,Adulto,C042
P012796,CU09961,Gato,Sphynx,8,Adulto,C011
P012797,CU13986,Perro,Bóxer,0,Joven,C029
P012798,CU17599,Perro,Gran Danés,4,Adulto,C004
P012799,CU06628,Gato,Bengalí,10,Senior,C035
P012800,CU01580,Gato,Persa,6,Adulto,C016
P012801,CU13299,Exótico,Hurón,5,Adulto,C017
P012802,CU06160,Gato,Siamés,0,Joven,C006
P012803,CU07439,Perro,Caniche,3,Adulto,C002
P012804,CU06556,Gato,Devon Rex,5,Adulto,C017
P012805,CU01444,Gato,Azul Ruso,5,Adulto,C015
P012806,CU03759,Exótico,Conejo,7,Adulto,C025
P012807,CU03808,Perro,Basset Hound,4,Adulto,C011
P012808,CU05648,Gato,Ragdoll,0,Joven,C021
P012809,CU13318,Perro,Basset Hound,6,Adulto,C039
P012810,CU00941,Gato,Devon Rex,0,Joven,C025
P012811,CU16898,Perro,Doberman,0,Joven,C033
P012812,CU02123,Perro,San Bernardo,12,Senior,C003
P012813,CU11539,Exótico,Erizo,6,Adulto,C029
P012814,CU10056,Exótico,Serpiente,3,Adulto,C013
P012815,CU03569,Perro,San Bernardo,4,Adulto,C011
P012816,CU09313,Gato,Azul Ruso,3,Adulto,C045
P012817,CU11366,Perro,Rottweiler,7,Adulto,C014
P012818,CU15852,Exótico,Erizo,8,Adulto,C007
P012819,CU10423,Perro,Pastor Alemán,7,Adulto,C029
P012820,CU09112,Exótico,Conejo,3,Adulto,C025
P012821,CU05420,Perro,Doberman,3,Adulto,C020
P012822,CU10735,Gato,Birmano,10,Senior,C005
P012823,CU00523,Gato,Bengalí,3,Adulto,C022
P012824,CU08398,Perro,Golden Retriever,0,Joven,C011
P012825,CU13039,Gato,Azul Ruso,1,Joven,C035
P012826,CU07759,Gato,Abisinio,1,Joven,C048
P012827,CU11989,Perro,Basset Hound,10,Senior,C024
P012828,CU14511,Perro,Beagle,2,Joven,C050
P012829,CU03797,Perro,Golden Retriever,6,Adulto,C014
P012830,CU11458,Perro,Dachshund,7,Adulto,C048
P012831,CU16951,Perro,Basset Hound,1,Joven,C015
P012832,CU13107,Perro,San Bernardo,0,Joven,C038
P012833,CU10521,Gato,Persa,0,Joven,C043
P012834,CU02119,Perro,Akita,5,Adulto,C039
P012835,CU04727,Perro,Shih Tzu,5,Adulto,C018
P012836,CU10698,Perro,Golden Retriever,5,Adulto,C050
P012837,CU12780,Gato,Bosque de Noruega,11,Senior,C011
P012838,CU07904,Perro,San Bernardo,7,Adulto,C025
P012839,CU01559,Perro,Cocker Spaniel,0,Joven,C002
P012840,CU17337,Perro,Pastor Australiano,2,Joven,C009
P012841,CU03399,Perro,Boyero de Berna,2,Joven,C042
P012842,CU15858,Perro,Boyero de Berna,0,Joven,C001
P012843,CU02500,Perro,Shih Tzu,0,Joven,C020
P012844,CU14208,Perro,Pastor Australiano,7,Adulto,C035
P012845,CU10276,Perro,Akita,9,Senior,C037
P012846,CU14489,Exótico,Loro,3,Adulto,C008
P012847,CU06965,Gato,Azul Ruso,0,Joven,C007
P012848,CU09216,Gato,Oriental de Pelo Corto,5,Adulto,C042
P012849,CU12280,Perro,Dachshund,0,Joven,C006
P012850,CU08071,Perro,Border Collie,8,Adulto,C037
P012851,CU07982,Perro,Labrador Retriever,7,Adulto,C029
P012852,CU01397,Gato,Devon Rex,3,Adulto,C034
P012853,CU09770,Gato,Sphynx,6,Adulto,C017
P012854,CU12663,Exótico,Erizo,3,Adulto,C030
P012855,CU15448,Gato,Azul Ruso,2,Joven,C037
P012856,CU06551,Gato,Abisinio,6,Adulto,C024
P012857,CU01423,Perro,Labrador Retriever,1,Joven,C012
P012858,CU12609,Gato,Azul Ruso,5,Adulto,C012
P012859,CU09521,Perro,Caniche,7,Adulto,C038
P012860,CU16979,Perro,Akita,6,Adulto,C002
P012861,CU14406,Perro,Caniche,5,Adulto,C037
P012862,CU10980,Exótico,Tortuga,7,Adulto,C018
P012863,CU04481,Perro,Labrador Retriever,6,Adulto,C037
P012864,CU03579,Gato,British Shorthair,8,Adulto,C025
P012865,CU00700,Perro,Labrador Retriever,8,Adulto,C050
P012866,CU08669,Perro,Boston Terrier,8,Adulto,C038
P012867,CU01070,Gato,Azul Ruso,6,Adulto,C050
P012868,CU10054,Perro,Bulldog,8,Adulto,C034
P012869,CU14529,Perro,Husky Siberiano,3,Adulto,C022
P012870,CU03978,Perro,Doberman,4,Adulto,C027
P012871,CU08255,Perro,Basset Hound,2,Joven,C048
P012872,CU09743,Perro,Pastor Alemán,10,Senior,C011
P012873,CU06857,Exótico,Tortuga,5,Adulto,C049
P012874,CU05094,Perro,Dachshund,1,Joven,C033
P012875,CU03948,Perro,Pastor Australiano,3,Adulto,C036
P012876,CU14573,Gato,Azul Ruso,2,Joven,C018
P012877,CU16753,Gato,Gato Doméstico de Pelo Corto,3,Adulto,C022
P012878,CU03208,Perro,Doberman,3,Adulto,C015
P012879,CU10368,Perro,Rottweiler,4,Adulto,C010
P012880,CU14264,Perro,Bóxer,3,Adulto,C032
P012881,CU10488,Gato,Persa,8,Adulto,C030
P012882,CU17961,Perro,Akita,3,Adulto,C010
P012883,CU15262,Gato,Abisinio,4,Adulto,C048
P012884,CU14705,Exótico,Tortuga,1,Joven,C012
P012885,CU17041,Gato,Sphynx,2,Joven,C023
P012886,CU03744,Gato,Bengalí,6,Adulto,C046
P012887,CU16055,Gato,Bosque de Noruega,6,Adulto,C011
P012888,CU05172,Perro,Husky Siberiano,3,Adulto,C007
P012889,CU11512,Gato,Bosque de Noruega,6,Adulto,C040
P012890,CU00603,Perro,Rottweiler,2,Joven,C005
P012891,CU17909,Perro,Chihuahua,0,Joven,C045
P012892,CU11929,Perro,Doberman,7,Adulto,C003
P012893,CU09245,Perro,San Bernardo,4,Adulto,C037
P012894,CU14455,Perro,Gran Danés,5,Adulto,C022
P012895,CU06132,Gato,Siamés,3,Adulto,C032
P012896,CU00811,Perro,Golden Retriever,14,Senior,C043
P012897,CU06846,Perro,Golden Retriever,6,Adulto,C026
P012898,CU07134,Perro,Bulldog Francés,7,Adulto,C024
P012899,CU10177,Exótico,Cacatúa Ninfa,1,Joven,C042
P012900,CU04069,Perro,San Bernardo,1,Joven,C040
P012901,CU11528,Perro,Pomerania,4,Adulto,C013
P012902,CU04959,Gato,Devon Rex,6,Adulto,C030
P012903,CU12189,Exótico,Cobaya,0,Joven,C012
P012904,CU05668,Perro,San Bernardo,4,Adulto,C032
P012905,CU13752,Gato,Oriental de Pelo Corto,6,Adulto,C010
P012906,CU08856,Perro,San Bernardo,2,Joven,C013
P012907,CU08457,Perro,Bulldog,7,Adulto,C025
P012908,CU01219,Gato,Scottish Fold,7,Adulto,C002
P012909,CU04295,Perro,Pastor Australiano,8,Adulto,C045
P012910,CU02224,Perro,Akita,3,Adulto,C007
P012911,CU10061,Perro,Gran Danés,3,Adulto,C019
P012912,CU17511,Perro,Boyero de Berna,4,Adulto,C035
P012913,CU15586,Gato,Azul Ruso,3,Adulto,C047
P012914,CU15680,Perro,Bóxer,8,Adulto,C013
P012915,CU09434,Gato,Bosque de Noruega,4,Adulto,C038
P012916,CU00030,Perro,Gran Danés,2,Joven,C020
P012917,CU12441,Perro,Rottweiler,4,Adulto,C001
P012918,CU17511,Gato,Abisinio,7,Adulto,C016
P012919,CU04204,Perro,Pastor Alemán,2,Joven,C021
P012920,CU04522,Gato,Azul Ruso,3,Adulto,C041
P012921,CU00755,Exótico,Chinchilla,0,Joven,C049
P012922,CU01266,Exótico,Chinchilla,5,Adulto,C020
P012923,CU08370,Exótico,Tortuga,4,Adulto,C041
P012924,CU11780,Exótico,Cacatúa Ninfa,1,Joven,C029
P012925,CU08284,Perro,Akita,5,Adulto,C038
P012926,CU05714,Perro,San Bernardo,6,Adulto,C040
P012927,CU17726,Perro,Gran Danés,6,Adulto,C005
P012928,CU06516,Perro,Doberman,1,Joven,C046
P012929,CU04589,Exótico,Erizo,6,Adulto,C045
P012930,CU16584,Gato,Siamés,3,Adulto,C045
P012931,CU10935,Perro,Bóxer,4,Adulto,C015
P012932,CU10361,Perro,Pomerania,5,Adulto,C024
P012933,CU03010,Perro,Cocker Spaniel,2,Joven,C029
P012934,CU11527,Gato,Sphynx,5,Adulto,C005
P012935,CU15617,Perro,Border Collie,2,Joven,C029
P012936,CU15922,Gato,Ragdoll,4,Adulto,C030
P012937,CU15498,Perro,Boyero de Berna,5,Adulto,C030
P012938,CU16467,Perro,Beagle,3,Adulto,C013
P012939,CU15346,Perro,Rottweiler,1,Joven,C003
P012940,CU00931,Perro,Cocker Spaniel,0,Joven,C045
P012941,CU15501,Perro,Pastor Alemán,6,Adulto,C005
P012942,CU08098,Gato,Birmano,5,Adulto,C045
P012943,CU03181,Exótico,Serpiente,1,Joven,C035
P012944,CU14841,Perro,Beagle,1,Joven,C031
P012945,CU17998,Perro,Shih Tzu,7,Adulto,C004
P012946,CU15444,Exótico,Tortuga,8,Adulto,C042
P012947,CU14524,Gato,British Shorthair,5,Adulto,C035
P012948,CU01668,Exótico,Gecko,5,Adulto,C011
P012949,CU05259,Perro,Bulldog Francés,11,Senior,C049
P012950,CU03512,Gato,British Shorthair,8,Adulto,C010
P012951,CU09328,Perro,Boyero de Berna,3,Adulto,C039
P012952,CU13618,Perro,Boyero de Berna,8,Adulto,C003
P012953,CU01030,Perro,Chihuahua,2,Joven,C032
P012954,CU07128,Perro,Doberman,4,Adulto,C006
P012955,CU04883,Perro,Cocker Spaniel,3,Adulto,C010
P012956,CU10117,Perro,Maltés,2,Joven,C035
P012957,CU03837,Perro,Dachshund,10,Senior,C049
P012958,CU12284,Perro,Border Collie,8,Adulto,C025
P012959,CU05842,Perro,Chihuahua,1,Joven,C028
P012960,CU12888,Perro,Caniche,2,Joven,C046
P012961,CU03579,Perro,Pastor Alemán,4,Adulto,C049
P012962,CU10936,Perro,Bóxer,6,Adulto,C036
P012963,CU17927,Gato,Azul Ruso,0,Joven,C034
P012964,CU05540,Gato,Gato Doméstico de Pelo Corto,3,Adulto,C001
P012965,CU05187,Gato,Persa,3,Adulto,C043
P012966,CU00731,Perro,Husky Siberiano,2,Joven,C009
P012967,CU04220,Perro,Husky Siberiano,4,Adulto,C028
P012968,CU08647,Perro,Bulldog Francés,0,Joven,C038
P012969,CU05994,Perro,Pastor Alemán,3,Adulto,C021
P012970,CU10608,Gato,Gato Doméstico de Pelo Corto,2,Joven,C011
