pet_id,customer_id,pet_type,pet_breed,pet_age,pet_age_group,primary_clinic,visits_per_pet,revenue_per_pet,avg_visit_cost_pet,first_visit_date,last_visit_date,pet_lifetime_days,revenue_per_visit_pet,number_of_pets,total_customer_visits,total_customer_revenue,first_customer_visit,last_customer_visit,customer_lifetime_days
P009209,CU02053,Perro,Pastor Australiano,4,Adulto,C001,29,3968.41,136.84172413793104,2020-03-31,2024-05-20,1511,136.84172413793104,2,54,6497.3099999999995,2020-02-03,2024-12-01,1763
P009210,CU12420,Perro,Pomerania,1,Joven,C032,27,3143.31,116.41888888888889,2020-08-24,2024-10-12,1510,116.41888888888889,2,69,10600.63,2020-01-13,2024-11-20,1773
P009211,CU12632,Exótico,Hámster,1,Joven,C002,13,1483.54,114.11846153846153,2020-11-04,2024-06-01,1305,114.11846153846153,5,118,19298.309999999998,2020-01-10,2024-12-22,1808
P009212,CU05517,Gato,Bosque de Noruega,3,Adulto,C028,16,2137.7200000000003,133.60750000000002,2020-01-04,2024-05-12,1590,133.60750000000002,3,72,9650.05,2020-01-04,2024-12-21,1813
P009213,CU00046,Perro,Boston Terrier,5,Adulto,C003,29,3648.02,125.79379310344828,2020-02-23,2024-11-09,1721,125.79379310344828,4,109,15650.32,2020-01-14,2024-12-17,1799
P009214,CU07730,Gato,Birmano,8,Adulto,C027,45,5075.95,112.79888888888888,2020-01-13,2024-12-02,1785,112.79888888888888,1,45,5075.95,2020-01-13,2024-12-02,1785
P009215,CU10786,Gato,Ragdoll,11,Senior,C028,15,1729.95,115.33,2020-02-14,2024-10-26,1716,115.33,6,191,24588.43,2020-01-07,2024-12-31,1820
P009216,CU00271,Perro,Bulldog,0,Joven,C004,32,3871.5,120.984375,2020-04-04,2024-12-13,1714,120.984375,2,61,8670.779999999999,2020-01-31,2024-12-13,1778
P009217,CU10372,Gato,Abisinio,6,Adulto,C003,32,3325.02,103.906875,2020-01-02,2024-12-17,1811,103.906875,3,95,13785.990000000002,2020-01-02,2024-12-17,1811
P009218,CU09295,Perro,Beagle,2,Joven,C015,37,7705.04,208.2443243243243,2020-01-01,2024-12-21,1816,208.2443243243243,1,37,7705.04,2020-01-01,2024-12-21,1816
P009219,CU09965,Perro,Beagle,8,Adulto,C026,27,5005.37,185.38407407407408,2020-03-09,2024-11-02,1699,185.38407407407408,3,78,12527.16,2020-02-03,2024-11-02,1734
P009220,CU08699,Perro,Pomerania,0,Joven,C024,69,9771.81,141.6204347826087,2020-03-07,2024-12-19,1748,141.6204347826087,4,213,33012.43,2020-01-14,2024-12-26,1808
P009221,CU14644,Gato,Azul Ruso,6,Adulto,C045,31,3970.4,128.07741935483872,2020-03-13,2024-11-18,1711,128.07741935483872,2,47,5048.32,2020-02-12,2024-11-18,1741
P009222,CU13857,Perro,Chihuahua,0,Joven,C032,26,4713.52,181.28923076923078,2020-02-14,2024-12-27,1778,181.28923076923078,1,26,4713.52,2020-02-14,2024-12-27,1778
P009223,CU11599,Perro,Shih Tzu,10,Senior,C015,32,4860.820000000001,151.90062500000002,2020-03-12,2024-12-09,1733,151.90062500000002,2,77,10219.400000000001,2020-02-17,2024-12-23,1771
P009224,CU06714,Gato,Abisinio,5,Adulto,C044,15,1002.99,66.866,2020-08-29,2024-09-10,1473,66.866,4,102,15014.52,2020-01-31,2024-12-15,1780
P009225,CU12885,Gato,Siamés,0,Joven,C004,34,2482.2400000000002,73.00705882352942,2020-02-15,2024-11-17,1737,73.00705882352942,3,90,11034.73,2020-01-09,2024-12-21,1808
P009226,CU09025,Gato,Azul Ruso,7,Adulto,C017,19,2355.8,123.98947368421054,2020-01-03,2024-11-02,1765,123.98947368421054,1,19,2355.8,2020-01-03,2024-11-02,1765
P009227,CU07801,Gato,Ragdoll,5,Adulto,C044,19,1521.66,80.08736842105263,2020-01-01,2024-12-03,1798,80.08736842105263,2,55,6234.88,2020-01-01,2024-12-03,1798
P009228,CU05193,Perro,Pomerania,5,Adulto,C032,13,1402.33,107.87153846153845,2020-05-20,2024-07-26,1528,107.87153846153845,3,54,6877.969999999999,2020-02-19,2024-11-07,1723
P009229,CU03062,Perro,San Bernardo,5,Adulto,C046,54,9135.55,169.17685185185184,2020-02-11,2024-10-17,1710,169.17685185185184,1,54,9135.55,2020-02-11,2024-10-17,1710
P009230,CU16288,Perro,Pastor Alemán,0,Joven,C038,50,8754.43,175.0886,2020-02-12,2024-12-11,1764,175.0886,3,98,15360.380000000001,2020-02-12,2024-12-11,1764
P009231,CU00555,Perro,Caniche,4,Adulto,C043,31,5258.31,169.62290322580645,2020-01-12,2024-11-16,1770,169.62290322580645,3,79,13384.36,2020-01-12,2024-12-20,1804
P009232,CU06159,Gato,Persa,6,Adulto,C048,14,1775.55,126.825,2020-03-12,2024-12-18,1742,126.825,2,74,8492.89,2020-01-02,2024-12-24,1818
P009233,CU00217,Gato,Sphynx,2,Joven,C019,32,3844.46,120.139375,2020-03-18,2024-12-24,1742,120.139375,3,69,8900.92,2020-02-11,2024-12-24,1778
P009234,CU11423,Perro,Pastor Alemán,2,Joven,C018,74,12710.78,171.76729729729732,2020-01-27,2024-11-19,1758,171.76729729729732,4,157,26114.34,2020-01-01,2024-12-10,1805
P009235,CU03356,Gato,Sphynx,4,Adulto,C025,18,1671.19,92.8438888888889,2020-11-23,2024-09-22,1399,92.8438888888889,3,66,10998.02,2020-01-05,2024-12-19,1810
P009236,CU06439,Perro,Border Collie,8,Adulto,C019,45,7042.84,156.50755555555557,2020-06-06,2024-12-08,1646,156.50755555555557,2,71,11495.35,2020-03-14,2024-12-08,1730
P009237,CU15940,Exótico,Conejo,6,Adulto,C025,13,1458.46,112.18923076923078,2020-07-08,2024-11-06,1582,112.18923076923078,2,32,4214.47,2020-02-11,2024-11-06,1730
P009238,CU13335,Exótico,Iguana,8,Adulto,C045,20,1989.33,99.4665,2020-02-19,2024-10-24,1709,99.4665,2,42,3971.94,2020-02-15,2024-12-24,1774
P009239,CU15761,Gato,Siamés,0,Joven,C032,13,1829.71,140.74692307692308,2020-04-07,2024-12-24,1722,140.74692307692308,2,79,11374.029999999999,2020-01-28,2024-12-24,1792
P009240,CU00726,Gato,Bosque de Noruega,4,Adulto,C018,35,4695.77,134.16485714285716,2020-01-06,2024-12-10,1800,134.16485714285716,1,35,4695.77,2020-01-06,2024-12-10,1800
P009241,CU11211,Gato,Bengalí,5,Adulto,C013,48,6941.2699999999995,144.60979166666667,2020-01-02,2024-12-28,1822,144.60979166666667,1,48,6941.2699999999995,2020-01-02,2024-12-28,1822
P009242,CU14223,Perro,Bulldog,6,Adulto,C030,25,3090.99,123.63959999999999,2020-03-01,2024-11-17,1722,123.63959999999999,1,25,3090.99,2020-03-01,2024-11-17,1722
P009243,CU12845,Gato,Sphynx,9,Senior,C040,30,2108.67,70.289,2020-01-25,2024-10-26,1736,70.289,4,123,12589.630000000001,2020-01-15,2024-12-27,1808
P009244,CU05194,Perro,Pastor Alemán,4,Adulto,C050,32,2750.2799999999997,85.94624999999999,2020-05-21,2024-12-12,1666,85.94624999999999,1,32,2750.2799999999997,2020-05-21,2024-12-12,1666
P009245,CU03541,Gato,Birmano,7,Adulto,C002,19,1669.5900000000001,87.87315789473685,2020-03-10,2024-06-29,1572,87.87315789473685,2,75,11566.710000000001,2020-01-09,2024-12-06,1793
P009246,CU02775,Exótico,Conejo,8,Adulto,C040,13,2319.45,178.41923076923075,2020-06-03,2024-12-15,1656,178.41923076923075,3,66,10044.77,2020-03-07,2024-12-15,1744
P009247,CU10018,Perro,Pastor Australiano,0,Joven,C014,63,12257.14,194.55777777777777,2020-03-05,2024-12-20,1751,194.55777777777777,2,84,15236.74,2020-02-08,2024-12-20,1777
P009248,CU05486,Perro,Boyero de Berna,5,Adulto,C005,67,10930.26,163.1382089552239,2020-01-26,2024-10-25,1734,163.1382089552239,3,126,20991.96,2020-01-26,2024-12-20,1790
P009249,CU02358,Perro,Dachshund,8,Adulto,C001,25,2411.19,96.44760000000001,2020-12-31,2024-03-09,1164,96.44760000000001,2,56,7920.15,2020-05-20,2024-12-20,1675
P009250,CU08099,Perro,Basset Hound,5,Adulto,C020,25,4604.66,184.1864,2020-02-18,2024-12-13,1760,184.1864,2,33,7049.98,2020-02-18,2024-12-13,1760
P009251,CU12316,Perro,Beagle,3,Adulto,C024,53,8406.43,158.61188679245282,2020-01-12,2024-12-14,1798,158.61188679245282,4,114,18580.0,2020-01-12,2024-12-14,1798
P009252,CU15375,Perro,Caniche,0,Joven,C027,50,7805.74,156.1148,2020-01-12,2024-12-11,1795,156.1148,2,79,12773.189999999999,2020-01-10,2024-12-11,1797
P009253,CU10220,Perro,Pomerania,0,Joven,C038,49,6946.9,141.77346938775509,2020-01-24,2024-12-02,1774,141.77346938775509,1,49,6946.9,2020-01-24,2024-12-02,1774
P009254,CU00363,Perro,Bóxer,4,Adulto,C015,31,6882.4,222.01290322580644,2020-01-09,2024-10-12,1738,222.01290322580644,1,31,6882.4,2020-01-09,2024-10-12,1738
P009255,CU02662,Perro,Chihuahua,10,Senior,C006,41,7026.3,171.37317073170732,2020-01-12,2024-10-27,1750,171.37317073170732,6,197,30245.44,2020-01-12,2024-11-01,1755
P009256,CU01552,Perro,Beagle,4,Adulto,C010,26,3749.96,144.22923076923078,2020-01-02,2024-11-26,1790,144.22923076923078,1,26,3749.96,2020-01-02,2024-11-26,1790
P009257,CU01544,Gato,Scottish Fold,0,Joven,C048,14,2376.76,169.76857142857145,2020-03-28,2024-10-12,1659,169.76857142857145,3,93,15754.67,2020-01-19,2024-12-07,1784
P009258,CU12528,Gato,Gato Doméstico de Pelo Corto,6,Adulto,C023,19,1488.73,78.3542105263158,2020-08-01,2024-08-26,1486,78.3542105263158,1,19,1488.73,2020-08-01,2024-08-26,1486
P009259,CU10669,Gato,Siamés,9,Senior,C016,26,2507.15,96.42884615384615,2020-02-02,2024-11-04,1737,96.42884615384615,1,26,2507.15,2020-02-02,2024-11-04,1737
P009260,CU09582,Perro,San Bernardo,0,Joven,C031,29,4024.21,138.76586206896553,2020-01-16,2024-12-21,1801,138.76586206896553,3,90,16214.24,2020-01-16,2024-12-28,1808
P009261,CU16369,Gato,Ragdoll,3,Adulto,C045,21,2413.59,114.93285714285715,2020-09-18,2024-07-31,1412,114.93285714285715,4,130,16228.58,2020-01-09,2024-12-17,1804
P009262,CU08441,Exótico,Serpiente,2,Joven,C040,23,3248.39,141.23434782608695,2020-02-03,2024-05-09,1557,141.23434782608695,3,70,8343.89,2020-02-02,2024-12-19,1782
P009263,CU13886,Perro,San Bernardo,7,Adulto,C024,56,9671.34,172.70250000000001,2020-01-24,2024-12-07,1779,172.70250000000001,3,136,23322.879999999997,2020-01-19,2024-12-20,1797
P009264,CU08693,Perro,Bulldog Francés,5,Adulto,C044,32,2889.36,90.2925,2020-01-23,2024-12-30,1803,90.2925,3,84,9758.05,2020-01-23,2024-12-30,1803
P009265,CU03915,Perro,Border Collie,4,Adulto,C012,61,7785.87,127.63721311475409,2020-03-28,2024-12-13,1721,127.63721311475409,1,61,7785.87,2020-03-28,2024-12-13,1721
P009266,CU03132,Perro,Bulldog Francés,6,Adulto,C049,32,6556.34,204.885625,2020-01-23,2024-12-04,1777,204.885625,3,84,14622.48,2020-01-23,2024-12-04,1777
P009267,CU03799,Exótico,Chinchilla,6,Adulto,C022,7,484.65000000000003,69.2357142857143,2020-08-15,2024-03-18,1311,69.2357142857143,3,38,3502.99,2020-03-02,2024-08-25,1637
P009268,CU12789,Perro,Shih Tzu,6,Adulto,C017,25,5057.06,202.28240000000002,2020-05-11,2024-12-07,1671,202.28240000000002,3,74,12759.91,2020-01-30,2024-12-29,1795
P009269,CU04268,Perro,Dachshund,1,Joven,C006,49,7242.0,147.79591836734693,2020-03-23,2024-12-25,1738,147.79591836734693,2,78,10040.82,2020-03-21,2024-12-28,1743
P009270,CU02985,Perro,Doberman,5,Adulto,C029,25,5369.53,214.78119999999998,2020-04-08,2024-06-14,1528,214.78119999999998,2,39,9354.029999999999,2020-01-17,2024-10-27,1745
P009271,CU04474,Perro,Akita,2,Joven,C024,68,10444.63,153.5975,2020-02-07,2024-12-31,1789,153.5975,3,97,14610.97,2020-01-10,2024-12-31,1817
P009272,CU17523,Perro,Husky Siberiano,1,Joven,C005,77,12277.73,159.45103896103896,2020-01-03,2024-10-16,1748,159.45103896103896,3,136,20227.61,2020-01-03,2024-11-17,1780
P009273,CU12286,Exótico,Conejo,5,Adulto,C027,19,2790.6800000000003,146.8778947368421,2020-05-29,2024-08-02,1526,146.8778947368421,2,32,4356.26,2020-05-18,2024-12-26,1683
P009274,CU06289,Perro,Maltés,0,Joven,C038,49,8566.73,174.83122448979591,2020-01-25,2024-11-30,1771,174.83122448979591,5,159,26805.63,2020-01-22,2024-12-19,1793
P009275,CU11865,Perro,Caniche,4,Adulto,C036,29,4103.1900000000005,141.4893103448276,2020-03-07,2024-09-09,1647,141.4893103448276,2,58,8846.810000000001,2020-03-07,2024-10-25,1693
P009276,CU11117,Perro,Maltés,5,Adulto,C030,32,6592.4,206.0125,2020-04-14,2024-12-21,1712,206.0125,3,64,10081.67,2020-03-01,2024-12-21,1756
P009277,CU10298,Perro,Pastor Australiano,3,Adulto,C045,42,4174.08,99.38285714285715,2020-01-11,2024-12-31,1816,99.38285714285715,2,91,12688.75,2020-01-11,2024-12-31,1816
P009278,CU14627,Exótico,Cobaya,4,Adulto,C048,17,2561.6099999999997,150.68294117647056,2021-01-03,2024-12-03,1430,150.68294117647056,3,63,7992.139999999999,2020-01-01,2024-12-31,1826
P009279,CU11677,Perro,Bóxer,2,Joven,C001,32,5434.88,169.84,2020-01-03,2024-12-28,1821,169.84,1,32,5434.88,2020-01-03,2024-12-28,1821
P009280,CU09562,Perro,Pastor Alemán,9,Senior,C032,36,7087.86,196.885,2020-01-03,2024-11-06,1769,196.885,1,36,7087.86,2020-01-03,2024-11-06,1769
P009281,CU14761,Perro,Bóxer,7,Adulto,C029,30,2908.4700000000003,96.94900000000001,2020-03-22,2024-08-02,1594,96.94900000000001,5,128,18149.14,2020-02-15,2024-12-26,1776
P009282,CU16357,Perro,Golden Retriever,5,Adulto,C023,22,2336.08,106.18545454545455,2020-01-31,2024-12-16,1781,106.18545454545455,2,49,6724.76,2020-01-31,2024-12-16,1781
P009283,CU02163,Perro,Bulldog Francés,4,Adulto,C032,17,2884.47,169.67470588235292,2020-06-10,2024-03-12,1371,169.67470588235292,3,99,16749.2,2020-01-07,2024-11-12,1771
P009284,CU13710,Gato,Bengalí,6,Adulto,C039,23,2268.0,98.6086956521739,2020-01-27,2024-11-16,1755,98.6086956521739,2,56,6638.26,2020-01-27,2024-12-28,1797
P009285,CU12522,Perro,Chihuahua,7,Adulto,C016,29,5368.88,185.13379310344828,2020-01-01,2024-12-12,1807,185.13379310344828,2,68,13038.82,2020-01-01,2024-12-18,1813
P009286,CU06259,Perro,Golden Retriever,8,Adulto,C009,28,3104.36,110.87,2020-01-29,2024-12-25,1792,110.87,2,82,10256.47,2020-01-18,2024-12-29,1807
P009287,CU14454,Gato,Birmano,0,Joven,C031,31,3884.31,125.30032258064516,2020-01-06,2024-12-06,1796,125.30032258064516,3,86,12453.01,2020-01-06,2024-12-22,1812
P009288,CU08066,Gato,Persa,5,Adulto,C003,23,4015.39,174.58217391304348,2020-03-14,2024-11-02,1694,174.58217391304348,1,23,4015.39,2020-03-14,2024-11-02,1694
P009289,CU11861,Perro,Doberman,5,Adulto,C013,65,11947.15,183.8023076923077,2020-01-21,2024-11-28,1773,183.8023076923077,1,65,11947.15,2020-01-21,2024-11-28,1773
P009290,CU12241,Gato,Oriental de Pelo Corto,3,Adulto,C026,21,2010.26,95.72666666666666,2020-02-01,2024-12-14,1778,95.72666666666666,1,21,2010.26,2020-02-01,2024-12-14,1778
P009291,CU03624,Perro,Rottweiler,0,Joven,C035,39,6732.71,172.63358974358974,2020-04-07,2024-12-22,1720,172.63358974358974,3,113,15498.380000000001,2020-02-23,2024-12-28,1770
P009292,CU14372,Gato,Siamés,4,Adulto,C029,20,3642.0299999999997,182.1015,2020-01-20,2024-08-11,1665,182.1015,1,20,3642.0299999999997,2020-01-20,2024-08-11,1665
P009293,CU15787,Perro,Pomerania,6,Adulto,C031,30,3115.98,103.866,2020-02-07,2024-11-16,1744,103.866,4,148,18398.41,2020-01-21,2024-12-25,1800
P009294,CU10597,Gato,Oriental de Pelo Corto,9,Senior,C009,28,2890.32,103.22571428571429,2020-04-05,2024-11-25,1695,103.22571428571429,5,141,17070.27,2020-01-04,2024-12-30,1822
P009295,CU07098,Gato,Persa,1,Joven,C021,15,2516.41,167.76066666666665,2020-02-20,2024-06-06,1568,167.76066666666665,2,27,3379.43,2020-01-05,2024-07-23,1661
P009296,CU04745,Gato,Devon Rex,8,Adulto,C024,35,3050.38,87.15371428571429,2020-01-05,2024-12-03,1794,87.15371428571429,1,35,3050.38,2020-01-05,2024-12-03,1794
P009297,CU09552,Exótico,Cobaya,4,Adulto,C041,18,2724.01,151.3338888888889,2020-07-12,2024-10-20,1561,151.3338888888889,4,130,18264.85,2020-01-27,2024-12-17,1786
P009298,CU04619,Gato,Oriental de Pelo Corto,3,Adulto,C015,19,1787.85,94.09736842105262,2020-02-14,2024-11-24,1745,94.09736842105262,2,51,5901.860000000001,2020-01-05,2024-11-24,1785
P009299,CU17672,Perro,Gran Danés,5,Adulto,C047,26,4003.3799999999997,153.97615384615384,2020-08-22,2024-11-19,1550,153.97615384615384,2,50,6918.93,2020-01-17,2024-11-24,1773
P009300,CU14957,Perro,Doberman,4,Adulto,C003,42,7051.55,167.89404761904763,2020-01-06,2024-11-29,1789,167.89404761904763,2,53,7616.91,2020-01-06,2024-11-29,1789
P009301,CU02170,Gato,Persa,2,Joven,C030,25,4338.900000000001,173.556,2020-03-13,2024-12-31,1754,173.556,2,43,6873.970000000001,2020-03-12,2024-12-31,1755
P009302,CU09516,Gato,Bengalí,9,Senior,C029,21,4510.22,214.77238095238096,2020-06-25,2024-10-03,1561,214.77238095238096,4,119,18960.940000000002,2020-01-15,2024-12-28,1809
P009303,CU06549,Perro,Cocker Spaniel,3,Adulto,C050,39,7101.36,182.08615384615385,2020-02-24,2024-12-04,1745,182.08615384615385,1,39,7101.36,2020-02-24,2024-12-04,1745
P009304,CU17324,Gato,Scottish Fold,0,Joven,C039,20,1831.2,91.56,2020-03-19,2024-12-14,1731,91.56,5,162,20956.29,2020-01-18,2024-12-18,1796
P009305,CU07888,Perro,Golden Retriever,9,Senior,C036,36,5612.56,155.90444444444447,2020-01-20,2024-12-04,1780,155.90444444444447,4,137,19994.05,2020-01-18,2024-12-08,1786
P009306,CU05866,Perro,Bulldog,10,Senior,C007,69,13377.73,193.88014492753624,2020-01-15,2024-12-27,1808,193.88014492753624,1,69,13377.73,2020-01-15,2024-12-27,1808
P009307,CU13243,Gato,Devon Rex,3,Adulto,C017,16,1952.05,122.003125,2020-07-13,2024-05-13,1400,122.003125,3,87,13788.48,2020-01-05,2024-11-11,1772
P009308,CU00624,Perro,Bulldog Francés,5,Adulto,C040,36,5996.51,166.56972222222223,2020-03-09,2024-11-16,1713,166.56972222222223,2,70,9866.18,2020-03-09,2024-11-21,1718
P009309,CU16149,Gato,Scottish Fold,7,Adulto,C044,20,2432.67,121.6335,2020-01-06,2024-12-10,1800,121.6335,1,20,2432.67,2020-01-06,2024-12-10,1800
P009310,CU10901,Gato,Bosque de Noruega,5,Adulto,C047,9,737.23,81.91444444444444,2020-03-05,2024-08-20,1629,81.91444444444444,1,9,737.23,2020-03-05,2024-08-20,1629
P009311,CU12442,Gato,Devon Rex,3,Adulto,C011,14,1502.27,107.30499999999999,2021-06-03,2024-09-29,1214,107.30499999999999,2,26,2718.12,2020-04-12,2024-12-10,1703
P009312,CU07640,Gato,Siamés,7,Adulto,C024,45,5493.64,122.0808888888889,2020-01-24,2024-11-16,1758,122.0808888888889,2,80,11784.150000000001,2020-01-24,2024-12-30,1802
P009313,CU04253,Exótico,Loro,1,Joven,C020,13,1715.27,131.94384615384615,2020-03-17,2024-05-05,1510,131.94384615384615,3,49,6697.29,2020-03-17,2024-11-11,1700
P009314,CU17001,Gato,British Shorthair,6,Adulto,C043,20,1839.06,91.953,2020-06-11,2024-12-15,1648,91.953,1,20,1839.06,2020-06-11,2024-12-15,1648
P009315,CU01343,Gato,Bengalí,3,Adulto,C014,29,5324.3,183.59655172413792,2020-05-05,2024-11-06,1646,183.59655172413792,3,61,8731.05,2020-04-23,2024-12-03,1685
P009316,CU17146,Gato,Oriental de Pelo Corto,4,Adulto,C017,19,2490.46,131.07684210526315,2020-02-12,2024-08-06,1637,131.07684210526315,3,61,9832.21,2020-01-08,2024-12-30,1818
P009317,CU05697,Perro,Beagle,7,Adulto,C027,41,5572.82,135.92243902439023,2020-03-01,2024-12-27,1762,135.92243902439023,3,98,13847.93,2020-01-23,2024-12-27,1800
P009318,CU03326,Perro,Akita,3,Adulto,C022,14,1800.47,128.605,2020-02-11,2024-11-21,1745,128.605,2,40,7369.12,2020-02-11,2024-12-07,1761
P009319,CU08994,Perro,Boyero de Berna,9,Senior,C038,58,11043.72,190.40896551724137,2020-01-30,2024-11-06,1742,190.40896551724137,1,58,11043.72,2020-01-30,2024-11-06,1742
P009320,CU08788,Gato,Oriental de Pelo Corto,4,Adulto,C003,31,3450.58,111.30903225806452,2020-02-16,2024-12-28,1777,111.30903225806452,2,69,8856.95,2020-02-16,2024-12-28,1777
P009321,CU02333,Perro,Rottweiler,6,Adulto,C040,38,5683.87,149.57552631578946,2020-01-14,2024-10-26,1747,149.57552631578946,2,73,11798.4,2020-01-03,2024-11-28,1791
P009322,CU05734,Perro,Rottweiler,0,Joven,C045,32,5606.83,175.2134375,2020-01-26,2024-12-02,1772,175.2134375,3,47,7772.0599999999995,2020-01-25,2024-12-02,1773
P009323,CU13701,Perro,Golden Retriever,5,Adulto,C049,21,3487.18,166.05619047619047,2020-02-20,2024-12-30,1775,166.05619047619047,1,21,3487.18,2020-02-20,2024-12-30,1775
P009324,CU14841,Gato,Persa,0,Joven,C046,47,4286.34,91.19872340425532,2020-01-26,2024-12-31,1801,91.19872340425532,2,80,9923.4,2020-01-08,2024-12-31,1819
P009325,CU17120,Perro,Basset Hound,4,Adulto,C034,35,4791.48,136.89942857142856,2020-02-04,2024-10-07,1707,136.89942857142856,2,63,8861.71,2020-01-09,2024-11-20,1777
P009326,CU05221,Perro,Pastor Alemán,2,Joven,C007,62,9259.4,149.34516129032258,2020-01-15,2024-05-16,1583,149.34516129032258,2,83,12477.3,2020-01-15,2024-07-01,1629
P009327,CU08011,Gato,Persa,6,Adulto,C037,14,1491.21,106.515,2020-07-07,2024-11-15,1592,106.515,2,40,5270.030000000001,2020-01-31,2024-11-15,1750
P009328,CU05072,Exótico,Serpiente,2,Joven,C040,20,4288.3099999999995,214.41549999999998,2020-01-23,2024-10-31,1743,214.41549999999998,3,93,16467.69,2020-01-23,2024-12-20,1793
P009329,CU04660,Perro,Boyero de Berna,9,Senior,C045,42,3973.2200000000003,94.6004761904762,2020-01-21,2024-12-13,1788,94.6004761904762,3,82,11460.64,2020-01-02,2024-12-29,1823
P009330,CU11229,Gato,Bengalí,8,Adulto,C049,19,2267.31,119.33210526315789,2020-01-09,2024-08-17,1682,119.33210526315789,3,99,12963.59,2020-01-05,2024-10-23,1753
P009331,CU02707,Gato,Devon Rex,7,Adulto,C041,18,3078.72,171.04,2020-01-10,2024-12-29,1815,171.04,3,78,7892.0599999999995,2020-01-06,2024-12-29,1819
P009332,CU14368,Gato,Gato Doméstico de Pelo Corto,8,Adulto,C007,31,2296.12,74.06838709677419,2020-05-30,2024-12-18,1663,74.06838709677419,3,78,10956.67,2020-01-27,2024-12-18,1787
P009333,CU12740,Perro,Boyero de Berna,1,Joven,C037,21,4130.74,196.70190476190476,2020-05-04,2024-11-26,1667,196.70190476190476,3,75,12381.279999999999,2020-04-18,2024-12-29,1716
P009334,CU14467,Gato,Abisinio,3,Adulto,C034,13,2138.37,164.48999999999998,2020-04-08,2024-08-20,1595,164.48999999999998,6,224,35100.95,2020-01-02,2024-12-29,1823
P009335,CU14261,Exótico,Chinchilla,3,Adulto,C050,12,1341.48,111.79,2020-06-09,2024-09-13,1557,111.79,3,95,15729.83,2020-01-05,2024-11-26,1787
P009336,CU06231,Perro,Bulldog Francés,7,Adulto,C025,20,3279.59,163.9795,2020-01-31,2024-12-28,1793,163.9795,3,73,11716.119999999999,2020-01-08,2024-12-28,1816
P009337,CU12642,Perro,Dachshund,4,Adulto,C023,22,2647.0,120.31818181818181,2020-01-09,2024-12-18,1805,120.31818181818181,1,22,2647.0,2020-01-09,2024-12-18,1805
P009338,CU06355,Gato,Persa,1,Joven,C035,22,2745.23,124.78318181818182,2020-02-11,2024-08-24,1656,124.78318181818182,2,49,6029.76,2020-02-03,2024-08-24,1664
P009339,CU02919,Perro,Doberman,5,Adulto,C045,40,8417.19,210.42975,2020-01-17,2024-12-25,1804,210.42975,1,40,8417.19,2020-01-17,2024-12-25,1804
P009340,CU08623,Gato,Birmano,2,Joven,C033,36,4548.42,126.345,2020-01-30,2024-09-14,1689,126.345,3,105,20276.72,2020-01-30,2024-09-22,1697
P009341,CU02083,Gato,Birmano,3,Adulto,C023,13,1652.3899999999999,127.10692307692307,2021-07-12,2024-12-11,1248,127.10692307692307,2,23,2996.63,2020-10-11,2024-12-11,1522
P009342,CU16721,Perro,Bulldog Francés,1,Joven,C010,18,3312.88,184.04888888888888,2020-01-18,2024-06-10,1605,184.04888888888888,5,105,16697.24,2020-01-17,2024-12-14,1793
P009343,CU08759,Gato,Bosque de Noruega,7,Adulto,C033,21,2160.92,102.90095238095239,2020-01-04,2024-11-10,1772,102.90095238095239,3,63,9603.32,2020-01-04,2024-11-10,1772
P009344,CU05544,Perro,Basset Hound,4,Adulto,C048,14,2564.75,183.19642857142858,2020-05-03,2024-12-28,1700,183.19642857142858,3,52,9212.01,2020-02-06,2024-12-28,1787
P009345,CU02862,Gato,Bosque de Noruega,14,Senior,C022,24,2767.66,115.31916666666666,2020-01-15,2024-12-30,1811,115.31916666666666,3,52,5908.46,2020-01-15,2024-12-30,1811
P009346,CU06211,Exótico,Hurón,0,Joven,C048,8,1792.46,224.0575,2020-08-03,2024-12-21,1601,224.0575,4,51,5908.1,2020-03-11,2024-12-21,1746
P009347,CU15915,Perro,Labrador Retriever,6,Adulto,C028,27,4018.29,148.82555555555555,2020-03-02,2024-11-10,1714,148.82555555555555,1,27,4018.29,2020-03-02,2024-11-10,1714
P009348,CU02597,Perro,Akita,1,Joven,C030,26,4537.36,174.51384615384615,2020-04-15,2024-11-22,1682,174.51384615384615,2,45,8101.6,2020-01-04,2024-12-26,1818
P009349,CU02950,Perro,Dachshund,8,Adulto,C022,26,3668.41,141.0926923076923,2020-02-03,2024-11-27,1759,141.0926923076923,2,63,7212.07,2020-02-03,2024-12-27,1789
P009350,CU00066,Perro,Bulldog,2,Joven,C042,26,3312.94,127.42076923076924,2020-04-01,2024-12-13,1717,127.42076923076924,2,50,5910.48,2020-02-21,2024-12-13,1757
P009351,CU11525,Perro,Bulldog,3,Adulto,C033,49,7000.76,142.8726530612245,2020-02-18,2024-12-17,1764,142.8726530612245,1,49,7000.76,2020-02-18,2024-12-17,1764
P009352,CU00762,Gato,Devon Rex,2,Joven,C003,17,2041.58,120.09294117647059,2020-05-24,2024-12-16,1667,120.09294117647059,1,17,2041.58,2020-05-24,2024-12-16,1667
P009353,CU15827,Perro,Rottweiler,4,Adulto,C002,23,2307.02,100.30521739130435,2020-01-07,2024-08-28,1695,100.30521739130435,2,43,7531.74,2020-01-07,2024-11-22,1781
